,info,title,advantage,drawback,opinion,promotion,welfaresalary,worklifebalance,culture,executives,total,date,region,workingstatus,department
0,서비스/고객지원 | 전직원 | 서울 | 2019/8/27,직원들의 편의성을 제공하며 나름의 젊은 분위기의 직장 하지만 직무상 고객접점은 타 직종과 큰 차이점은 없음,자기시간을 자유롭게 사용가능 직원들간의 분위기는 좋은 편 다양한 문화행사 지원이 있음,고객접점 특성상 전화에 대한 스트레스 집중적으로 근무를 해야할 시간에 숨쉴틈이 없음,좀더 직원들을 지켜줄수 있는 회사가 되었으면 좋겠다고 생각합니다,3.0,3.0,4.0,4.0,3.0,3.4,2019-08-27 00:00:00, 서울 , 전직원 ,서비스/고객지원 
89,마케팅/시장조사 | 현직원 | 서울 | 2019/4/28,사람 갈아서 돌아가는 회사 내부소통이 좀더 잘 되면 좋겠고 상식적인 목표수준이 필요합니다,크게 눈치보지 않는 분위기 점심저녁 줌 점심2500원 짜잘한 복지들,기획쪽에서 비상식적으로 행사기획 해놓으면 실제 실행하는 엠디들만 죽어남 현상황을 생각하지 않는 말같지도 않은 목표 터무니없는 개발 환경으로 인해 쓸데없는 업무리소스가 너무 많이 들어감 이게 과연 매출에 의미가 있을까 하는 행사 기획들 제발 실정을 알고 그에 맞는 플랫폼으로 거듭날 수 있게 해주세요 비효율적인 업무 백날 취합하면 뭐해요 정작 제일 비효율적인건 개선되지 않는데 뭐만하면 개발중 엠디목소리듣겠다고 하면서 목소리 내면 감감무소식 ㅋㅋㅋ,효율 효율 외치면서 정작 효율적으로 근무할 수 없는 근무환경 오히려 사기를 꺾는 매출목표 광고나 매출이나 둘중에 하나만 하세요 플랫폼 퀄이 점점 구려지고있습니다,3.0,3.0,1.0,3.0,2.0,2.4,2019-04-28 00:00:00, 서울 , 현직원 ,마케팅/시장조사 
90,마케팅/시장조사 | 현직원 | 서울 | 2019/4/28,일하는 만큼 벌어 갈 수 있는 곳 그러나 미래는 보장할 수 없는 곳,팀 by 팀이지만 정말 일한 만큼 벌어갈 수 있는 곳이다연장근로에 대한 처우성과에 따른 인센티브,특정실을 막론하고 정치질이 워낙 심한 곳 정치에 의해 순식간에 팀이 생겨나기도하고 팀이 폭파되기도 한다 내가 그 정치질의 희생양이 될지 그렇지 않을 지는 미지수,,3.0,4.0,4.0,4.0,1.0,3.2,2019-04-28 00:00:00, 서울 , 현직원 ,마케팅/시장조사 
91,영업/제휴 | 전직원 | 서울 | 2019/4/26,분위기 매우 좋고 승진 기회가 많은 회사,젊은 사람들 위주라 분위기가 매우 화기애애하고 재밌고 자유로움,부서마다 분위기가 매우 다르고 가끔 빡세게 야근하는 경우가 발생 경영의 줏대가 없는 느낌,,4.0,2.0,4.0,4.0,3.0,3.4,2019-04-26 00:00:00, 서울 , 전직원 ,영업/제휴 
92,디자인 | 전직원 | 서울 | 2019/4/24,젊은 사람들이 일하기 좋은 회사이고 포트폴리오 많이 쌓을 수 있음,연차쓰는데 눈치 보이지 않음 삼성역 도보1 분 접근성 좋아요 젊은 느낌의 회사,점식 식대 지원이 안됨 반복적인 업무 계약직이 많고 연봉이 짬,인센이나 상여 많이 제공되었으면 위메프 포인트로 떡값을 줬었음,3.0,2.0,5.0,4.0,4.0,3.6,2019-04-24 00:00:00, 서울 , 전직원 ,디자인 
93,영업/제휴 | 현직원 | 서울 | 2019/4/21,신입들에게는 빡쎈 업무 환경에서 배우고 성장 기회가 많은 곳 경력직에게는 비정상적인 영업이익 구조로 비추천,빡쎈 업무환경으로 인하여 빠르게 업무를 익힐 수 있음 다양한 업무 경험 가능,상생이라는 걸 모르는 업체 뜯어먹기 구조로 인하여 총알받이는 담당 MD업무가 되야함,,4.0,4.0,1.0,3.0,1.0,2.6,2019-04-21 00:00:00, 서울 , 현직원 ,영업/제휴 
94,영업/제휴 | 전직원 | 서울 | 2019/4/21,나름 그 업계 기준 좋은 근무환경에서 일 할 수있는곳 밥값이 싸다,식비가 저렴하다 분기별 복지포인트를 준다 임직원 적립 포인트 비율이 높다,연차는 자유이나 업무가 다른 사람에게 전달되어 부담되어서 쓸수가 없음 말은 자유이지만 업무는 타 회사 5배는 되는듯 한사람이 하는 업무의 양이 너무 많다 사람이 안해도 되는걸 사람이 해서 시간낭비,사람이 안해도되는 업무를 사람이 하는 방식으로 계속 유지하여 시간 낭비가 심하고 야근이 너무 많다 돈줘도 하게 싫다,3.0,3.0,2.0,2.0,3.0,2.6,2019-04-21 00:00:00, 서울 , 전직원 ,영업/제휴 
95,IT/인터넷 | 현직원 | 서울 | 2019/4/21,복지도 잘 되어있고 같이 일하는 분위기가 자유로움,연차 자유롭고 분위기 자유로움 복지도 잘 되어 있음 지하철역과 가까움,영업손실이 나서 불안함 투자가 많아짐 업계 2워 자리 내어줌,연봉 많이 올려주세요 연봉 많이 올려주세요,3.0,3.0,3.0,3.0,3.0,3.0,2019-04-21 00:00:00, 서울 , 현직원 ,IT/인터넷 
96,경영/기획/컨설팅 | 전직원 | 서울 | 2019/4/19,정치질이 심한편이다 초반3년차까지 일을 배우기 좋은 환경이다,일을 빠르게 배울수있다 호흡이 빠른편 회사 위치가 좋다 직원들은 더 추가할인을 받을 수있다 그래서 직원들이 입는 옷이 좀 비슷해지는 것 같다,여성직원들 사이에 뒷말이 많아 신경일일이 쓰기가 힘들다 신경안쓰고 얼마나 남아있을수 있는지는 의문,없습니다 인사 평가가 좀더 객관적이었으면 합니다 그리고 좀 일관적인 기획프로모션으로 쭉 밀고나갔으면 합니다,2.0,4.0,3.0,2.0,3.0,2.8,2019-04-19 00:00:00, 서울 , 전직원 ,경영/기획/컨설팅 
97,디자인 | 전직원 | 서울 | 2019/4/18,20대가 상당히 많았고 그래서 분위기도 딱딱하기보다는 서로 존중해주고 편했음,연차도 자기가 쓰고싶은날 쓸수 있고 자기가 맡은일만 열심히하면 문제없음 회사도 좋았음,생각보다 단점은 거의 없었음 나름 탄력적이게 돌아가서 가끔 성수기에 일많은거 빼고는 단점이없음 성수기때도 손이빠르면 야근없음,바라는거는 딱히 없음 다니는동안 불만없이 잘 다녔기 때문에 근데 식대가 너무약함 밖에나가면 식대보다 더비쌈,3.0,3.0,4.0,4.0,3.0,3.4,2019-04-18 00:00:00, 서울 , 전직원 ,디자인 
98,유통/무역 | 현직원 | 서울 | 2019/4/18,계획없이 움직이는 회사영업군직에게 모든 걸 의지하는 회사,잘만하면 연봉 및 상여를 잘 받을 수 있음 페이퍼 작업이 거의없음바보가 됨 기혼자에겐 복지가 나쁘지 않음,돈 조금 더 주면서 일 무지하게 많이 시킴 원년멤버맘 살아남을 수 있음 사원이 파트장되고 대리가 팀장되는 이상한 회사,경력직을 뽑는 이유가 타사 정보빼내는 거 외에는 없는듯,2.0,3.0,1.0,1.0,1.0,1.6,2019-04-18 00:00:00, 서울 , 현직원 ,유통/무역 
99,서비스/고객지원 | 전직원 | 서울 | 2019/4/15,조직구성원의 나이대는 젊은 편 그러나 센터간 경쟁이 지나치게 심해 사람들을 심하게 들들 볶는 느낌이 심함,조직구성원이 젊어 분위기는 좋다 급여는 밀리지 않고 준다,지나치게 많은 이벤트로인한 감당못할 물량 업체 관리를 안하는 듯 이전에 문제 있었던 업체는 다음에도 또 문제가 터진다 프로세스나 전산도 너무 자주 바뀌어 적응하기 힘들었음,,3.0,1.0,1.0,2.0,1.0,1.6,2019-04-15 00:00:00, 서울 , 전직원 ,서비스/고객지원 
100,영업/제휴 | 현직원 | 서울 | 2019/4/14,유통업계 최강 양아치 신뢰를 기반으로 윤리적인 영업따윈 없음,연차 자유롭고 복지 괜찮음 회사 분위기가 젊다는 부분은 좋음,업체와 상생이란 없음대책도 없고 책임도 지지 않고 구체적 가이드라인도 존재하지 않음 공정위에 신고당해도 할말 없을 거에요,,3.0,1.0,4.0,2.0,1.0,2.2,2019-04-14 00:00:00, 서울 , 현직원 ,영업/제휴 
101,영업/제휴 | 전직원 | 서울 | 2019/4/14,에이엠디 일이 미래 생각안하고 그냥 다니기 편함 비균등한 기회 만족스럽지 못한 평업평가,업계를 이끄는 회사로 자부심을 가질수 있으며 위치의 편리성 높음,사람은 다 좋으나 눈이 보이지 않은 부서별 경쟁 및 가이드없는 무작위식 업무,무자비적인 수익 증대 보다는 내실강화를 통해 모두가 행복한 이익 추구 희망,3.0,3.0,3.0,4.0,2.0,3.0,2019-04-14 00:00:00, 서울 , 전직원 ,영업/제휴 
102,디자인 | 현직원 | 서울 | 2019/4/13,특가특가 하다가 연봉도 특가로 받는 엠디만 우대받는 회사,1구내식당 있음 아침점심저녁 다 먹을수있는데 공짜는 아니고 13천원으로 굉장히 쌈 2Pc 셧다운제 도입함 근무외 시간에는 야근을 올려야만 pc를 사용할수있음 왠만하면 무조건 칼퇴 3야근수당 철저히 챙겨주며 연차사용 자유로움 다만 팀바팀 4기혼자들에게 좋은 복지들이 많음,엠디만 우대받는 곳 다른 지원부서는 상여금 없고 아무리 잘해도 엠디만 칭송받음 쓸대없이 진급이 빠르고 연봉은 그대로,,5.0,3.0,5.0,2.0,1.0,3.2,2019-04-13 00:00:00, 서울 , 현직원 ,디자인 
103,영업/제휴 | 전직원 | 서울 | 2019/4/11,신입이 회사 구조나 운영방식 파악하고 맛보기에는 매우 좋음,계약직도 정규직과 거의 동일한 혜택과 대우 부서가 정확히 나누어져 있어 요청할때 편함 삼성역 바로 위치 구내식당,정규직이 계약직 무시 일못하는 상사 만날 확율이 큼 직원만 많고 이익은 없음 기업의 미래가 걱정됨 직원이 많은만큼 매너없는 사람들이 참 많음 나조차도 위메프에 입점하고싶지않은 악조건으로 영업을해야함 계약직은 정규직으로 전환되더라도 업무의 영양가는 없음 잡무파트로만 감 시스템 쓰레기 윤리위원회의 존재가 무의미 정치질 라인타기 심함,정말 잘 생각해보셔야해요 모든면에서,1.0,2.0,2.0,2.0,1.0,1.6,2019-04-11 00:00:00, 서울 , 전직원 ,영업/제휴 
104,서비스/고객지원 | 전직원 | 서울 | 2019/4/11,업계 탑의 자부심은 있지만 오합지졸에 언젠간 사고 한번 날 것 같은 느낌,젊은 사람들끼리 으쌰으쌰 하는 분위기이며 동종업계 탑의 자부심이 있음,나쁘게 말하면 양아치 같은 사람들이 너무 많다 어디서 어떻게 일해왔는지 의문이 드는 사람들,,4.0,2.0,3.0,2.0,3.0,2.8,2019-04-11 00:00:00, 서울 , 전직원 ,서비스/고객지원 
105,디자인 | 전직원 | 서울 | 2019/4/10,역에서 아주 가깝고 회사가 커서 굉장히 좋은 회사에 다니는 기분이 듭니다,월차를 거의 원할때 눈치보지 않고 사용가능합니다 나이대가 비슷해서 친구 사귀기가 쉽습니다,건물이동이 잦고 하는일이 단순업무이다보니 월급이 적습니다,,3.0,2.0,4.0,3.0,2.0,2.8,2019-04-10 00:00:00, 서울 , 전직원 ,디자인 
106,마케팅/시장조사 | 전직원 | 서울 | 2019/4/10,UTU DTD 수평을 가장한 연대책임 초단기 플랜으로 움직이는 회사,대외적으로는 대기업 이미지 성과만 많이 낸다면 기회권한인센티브 등에서 타사대비 월등한 수혜를 받을 수 있음 신입으로 입사해도 실무적으로 배울 수 있는 게 많음 과도한 야근을 막기 위해 기업문화를 재정비 하려는 노력이 돋보임 타사 대비 수평적인 분위기,야근 싫어하지만 일은 안 줄여줌 원년멤버의 입김이 너무나 강력함 대다수 조직의 조직장중간조직장은 다 이 원년멤버들이 맡고 있다 따라서 옳고 그름에 따른 자정작용이 거의 되지 않는 찍어내리기식 분위기 형성 경력직에 대해 엄청나게 배타적임 팀바이팀 있음 수평적인 분위기를 가장해 말단까지 일에 대한 책임을 전가함 성과 필요할 때만 팀워크 운운하고 개인이 위험에 닥칠때는 보호해주지 않음 일의 강도가 높아등등의 이유로 퇴사가 빈번한데 이를 개선하려는 노력을 거의 하지 않음 사람을 휴지조각처럼 쓰다 버림 나가면 새로 뽑으면 된다는 마인드 투자를 받질 못하고 직원들과 파트너사를 압박하여 운용자금을 충당함 직군실적별로 대우의 편차가 굉장히 큼 실효성 없는 복지제도가 많음 잘 되면 좋고 아니면 말고 식의 정책가이드가 우후죽순 생겨났다 사라지기를 반복함 선 저지름 후 피드백,투자를 받는 것에 대해 열린 생각으로 고민할 필요가 있습니다 밑 빠진 독에 붓는 물은 장기적으로 의미가 없습니다 직원들의 의견을 귀담아 들을 필요가 있습니다 소통의 창구를 마련해 주세요,2.0,2.0,2.0,2.0,2.0,2.0,2019-04-10 00:00:00, 서울 , 전직원 ,마케팅/시장조사 
107,IT/인터넷 | 현직원 | 서울 | 2019/4/9,원하는 바가 있다면 일하기 매우 좋은 곳이지만 일하는 만큼 돈 벌기 힘들다,복지가 나름 괜찮음 연차 이용이 자유롭고 야근 수당도 매우 잘 챙겨줌 구내 식당 있어서 저렴한 가격으로 아침 점심 저녁을 해결 가능,변화가 잦으며 빠른 적응을 요구함 일하는 사람만 일하고 야근하는 사람만 야근함,시스템을 잘 만들어줬으면 오류 발생으로 고쳐달라 문의해도 고쳐지지 않음,2.0,3.0,2.0,2.0,1.0,2.0,2019-04-09 00:00:00, 서울 , 현직원 ,IT/인터넷 
108,IT/인터넷 | 현직원 | 서울 | 2019/4/8,전자 상거래가 무엇인지 경험해볼 수 있었으며 다양한 사람들과 의사소통을 할 수있는 기회를 가질 수있다,도서쿠폰 여행쿠폰지급 10프로 적립 오버타임 수당 지급,수직적인 구조 불공정하고 비효율적인 업무 처리를 보고도 자기 자리 보전에만 관심있는 조직장들이 문제,,2.0,3.0,3.0,3.0,1.0,2.4,2019-04-08 00:00:00, 서울 , 현직원 ,IT/인터넷 
109,마케팅/시장조사 | 현직원 | 서울 | 2019/4/6,요즘 좀 변해버린 이상한 기업 먼 미래보다 당장 한발 전진하기위해 혈안이 됨,사실상 없다고 봐야하지만 사원 연령층이 젊다는것 정도인데 뭐 최근에 PC 오프제로 퇴근이 장려되기는 함,매출을 내어 파트너사를 키우는 것보다 광고나 과금으로 파트너사를 뜯는게더 중요해진 회사,,1.0,1.0,1.0,1.0,1.0,1.0,2019-04-06 00:00:00, 서울 , 현직원 ,마케팅/시장조사 
110,서비스/고객지원 | 전직원 | 서울 | 2019/4/4,나쁘지 않아요 복지가 괜찮은 곳이라고 생각합니다,cs인만큼 회사내에서의 스트레스는 없음 보너스도 나옴 돈떼일일 없음 시간이 정해져있음 야근수당 나옴,내가 판매처도 아닌데 문의나 컴플레인을 내선에서 다 해결봐야됨 뭘 알아야 해결하지 그냥 죄송하다고 계속해야함 여초임,인원충당 스트레스 받는일인만큼 화장실횟수 담배피는횟수 신경안쓰이게좀 해주세요 자리비운 시간도 재서 똥싸는데 불안함,4.0,4.0,5.0,5.0,5.0,4.6,2019-04-04 00:00:00, 서울 , 전직원 ,서비스/고객지원 
111,IT/인터넷 | 현직원 | 서울 | 2019/4/3,경력 쌓고 싶으면 오세요 열려있습니다,경력 쌓기는 괜찮고 존중하는 업무분위기 연차 자유 지하철역 근처,오래다니기엔 비전이 없고 동종 업계에서 하락하는 추세 10년 후에 내 자리가 없을지도,회사에 신경 좀 써주세요,3.0,4.0,3.0,4.0,2.0,3.2,2019-04-03 00:00:00, 서울 , 현직원 ,IT/인터넷 
112,경영/기획/컨설팅 | 전직원 | 서울 | 2019/4/3,신입으로서 처음 일배우기에는 좋은곳 그러나 길게일하기는 힘든곳,야근수당 꼬박꼬박 주고 구내식당이있어 저렴한가격이 점심을 먹을수 있음,연차사용에 약간 눈치줬음 팀별 업무분량과 난이도가 너무 다름 일은많은데 사람을안뽑고 정해진시간에 다끝내라함,,2.0,3.0,2.0,2.0,2.0,2.2,2019-04-03 00:00:00, 서울 , 전직원 ,경영/기획/컨설팅 
113,영업/제휴 | 현직원 | 서울 | 2019/4/3,실적에 좌우되는 회사  너무 실적 기반 상도덕 없는 사람들만 모임,팀바팀이지만 연차 사용 자유로움 근무 복장이 자유로움 젊은 사람들이 많아서 자유로운 분위기,실적을 기반으로 평가가 이루어지고 영업조직에 상도덕이 없음 인성 터진 사람들만 있는듯,인해전술로만 해쳐나가려고 하지 말고 너무 빠른 변화를 이루려고만 하는 느낌,3.0,2.0,3.0,2.0,2.0,2.4,2019-04-03 00:00:00, 서울 , 현직원 ,영업/제휴 
114,IT/인터넷 | 현직원 | 서울 | 2019/4/3,시체들만 살아남는 희한한 도시 지네가 시체들인지도 모르고 정상인 오면 이상하게 생각하는 도시,아무런 생각없이 출근해서 숨만 쉬다가 가는 용도라면 이만한 회사가 없음,개발자들 자체가 공부를 안함 다른데서 안좋은 버릇만 들어서 말만 많고 실제로는 하나도 못함,본부별로 SCM 은 통일이 되었는지 CICD 는 최소한 하고 있는지 몰라도 좀 넌지시 함 물어봐라,1.0,2.0,3.0,1.0,1.0,1.6,2019-04-03 00:00:00, 서울 , 현직원 ,IT/인터넷 
115,마케팅/시장조사 | 현직원 | 서울 | 2019/4/3,아주아주 젊은 꼰대 천국인곳 젊은 척하지만 수직놀이 좋아함,구내식당이 나름 맛집 2500원 이만한 구성이 있을까싶음 본사의 경우 7번출구 나오자마자 바로 앞에있음 뛰어난 접근성,꼰대 천국 꼰메프 아주 그냥 뭐 이런 짓을 다 골라하나싶을정도로 사람괴롭힘 실적으로 달달달달 쪼아댐 줄세우기 좋아함 윗사람들 줄서기와 본인자랑이 만만치 않음 사람보다 가격을 강조함 기업문화가 특가 경쟁을 즐기다 못해 서로 서로 밟고 올라가는것을 지향,,2.0,2.0,2.0,1.0,1.0,1.6,2019-04-03 00:00:00, 서울 , 현직원 ,마케팅/시장조사 
116,영업/제휴 | 전직원 | 서울 | 2019/4/1,워라벨을 포기하고 영업인으로서 커리어를 키우고 싶다면 제격인 기업,다양한 복지정책을 시행하고 있으며 앞으로도 발전시킬 분위기입니다 사내 분위기도 비교적 수평적입니다,판매가격 협상이 업무의 70이상인 것 같습니다 쇼핑몰 자체적인 경쟁력이기 보단 낮은 판매가로 경쟁력을 내세우다보니 MD에게만 그 책임이 부과되는 단점이 있습니다,다양한 복지정책 시도는 좋지만 직원들의 실질적인 휴식을 위한 고민이 필요한 시점인것 같습니다 휴일이 휴일이 아닌 상황에서 명목적인 연차 수만 늘인다고 답은 아닌 것 같습니다,4.0,3.0,1.0,3.0,2.0,2.6,2019-04-01 00:00:00, 서울 , 전직원 ,영업/제휴 
117,서비스/고객지원 | 전직원 | 서울 | 2019/3/29,잘생기고이쁘면됨 아님 연줄 진짜 눈에 보인다 보여 윗물은 고인물,진짜 없음 없는데 아 자카페 있음 할인좋음 그것말구 있나 없음,연줄로 지내들끼리 지지고볶고 내부점수 kpi 개나주세요,,1.0,1.0,1.0,1.0,1.0,1.0,2019-03-29 00:00:00, 서울 , 전직원 ,서비스/고객지원 
118,디자인 | 현직원 | 서울 | 2019/3/29,디자인방향성 의도는 다 무시된다 그저 윗사람 혹은 영업직군의 입맛에만 맞추면 그만,전철역에서 가깝다 그래도 회사이름을 말하면 다른 사람들이 아는곳,정치 너무 심함 팀을 잘만나야 나에게 기회가 온다 혹은 라인을 잘 잡아야 살아남을 수 있다 조직개편이 너무 잦다,사업을 당장 앞만 보고 하지말고 좀 더 멀리 보고 했음 좋겠음,3.0,3.0,2.0,2.0,1.0,2.2,2019-03-29 00:00:00, 서울 , 현직원 ,디자인 
119,영업/제휴 | 현직원 | 서울 | 2019/3/28,난이도가 너무 높아요 허들이 너무 높습니다 업무 강도 어려움,젊고 편하게 옷을 입을 수 있음 진짜 뭐든지 다해볼수있음 대외적으로는 이미지 좋음,야근 올릴 때 눈치주는 조직장 많음 이번 달에 잘하면 다음 달에 목표가 올라서 망함 광고비 목표 너무 높게 줌 사람을 부품으로 생각함 기업 정보에 상생이라고 하는데 상생이 아님 플랫폼이 받쳐주지 않으면서 시키는게 너무 많고 영업 무기도 안줘놓도 못하면 개인 탓임,조직원을 사람으로 대해주세요 우리는 쓰고 버리는 일회용이 아닙니다,3.0,3.0,1.0,3.0,1.0,2.2,2019-03-28 00:00:00, 서울 , 현직원 ,영업/제휴 
